start-date-time,end-date-time,geography,name,tags,link,miscellaneous
4th Thursdays(8pm-12am),4th Thursdays(8pm-12am),Grooveshack w/Black & Omar Johnson @ Au Lounge Oakland,Grooveshack w/Black & Omar Johnson @ Au Lounge Oakland,deep house,,Free w/flyer $5 | 21+Mellaique Black
4th Thursdays(9pm-1am),4th Thursdays(9pm-1am),Brazil Electro @ Bissap Baobab Village,Brazil Electro @ Bissap Baobab Village,"latin dance, electro",,$5  | 21+Brazil Electro
4th Thursdays(9pm-1am),4th Thursdays(9pm-1am),Outer Limit Disco @ The Legionnaire Saloon,Outer Limit Disco @ The Legionnaire Saloon,"rare groove, disco, balearic, funk, boogie, afrobeat, latin dance",,21+DJ Tom Thump
4th Thursdays(7pm-2am),4th Thursdays(7pm-2am),Airpusher Flyby @ Monarch,Airpusher Flyby @ Monarch,house,,Free | 21+Airpusher Collective
4th Thursdays(9pm-2am),4th Thursdays(9pm-2am),Dystopia @ Lounge 3411,Dystopia @ Lounge 3411,"drum and bass, jungle",,$5  | 21+Primitive Science
Fridays(2am-8am),Fridays(2am-8am),"Party Adventures w/S-Queen, Ivory, Mikey Tan, Cuervo @ The Endup","Party Adventures w/S-Queen, Ivory, Mikey Tan, Cuervo @ The Endup",house,,$10+ | 21+
Fridays(9pm-2am),Fridays(9pm-2am),Re:Fresh - ELECTROPICAL @ Haven Underground,Re:Fresh - ELECTROPICAL @ Haven Underground,"bass music, dubstep, trap",,$10 Haven Underground
Fridays(2am-8am),Fridays(2am-8am),Fever @ The Endup,Fever @ The Endup,house,,Free b4 midnight/$20 | 21+
1st Fridays(9pm-2am),1st Fridays(9pm-2am),Dirty Rotten Dance Party @ Madrone Art Bar,Dirty Rotten Dance Party @ Madrone Art Bar,"big room, electro house, hhop, pop EDM",,$5  | 21+Madrone Art Bar
1st Fridays(10pm),1st Fridays(10pm),Ren The Vinyl Archaeologist @ The Layover (Oakland),Ren The Vinyl Archaeologist @ The Layover (Oakland),hip-hop,,FR9/$5 | 21+True Skool
2nd Fridays(10pm-2am),2nd Fridays(10pm-2am),King Size Fridays @ WISH Bar and Lounge,King Size Fridays @ WISH Bar and Lounge,house,,Free | 21+
3rd Fridays(8pm-12am),3rd Fridays(8pm-12am),Safety 3rd @ Black Hammer Brewery (San Francisco),Safety 3rd @ Black Hammer Brewery (San Francisco),"deep house, tech house",,Prism SF
3rd Fridays(10pm),3rd Fridays(10pm),Hi Life Party @ Bar Fluxus (San Francisco),Hi Life Party @ Bar Fluxus (San Francisco),"reggaeton, afrobeat, baile funk, tropical bass",,$5  | 21+Izzy Wise
4th Fridays(6pm-10pm),4th Fridays(6pm-10pm),Sequential w/ Samazul @ WISH Bar & Lounge,Sequential w/ Samazul @ WISH Bar & Lounge,house,,Free | 21+Samazul
Saturdays(10:30am-7pm),Saturdays(10:30am-7pm),Broke Buddha Artists @ Score Bar & Lounge (San Francisco),Broke Buddha Artists @ Score Bar & Lounge (San Francisco),"house, hip-hop, world music, future beats",,$5  | 21+Broke Buddha
Saturdays(6am-11am),Saturdays(6am-11am),"Keep Going @ The Cosmo Bar & Lounge (440 Broadway, San Francisco)","Keep Going @ The Cosmo Bar & Lounge (440 Broadway, San Francisco)","deep house, tribal house, tech house",,$10  | 21+WE Love US
Saturdays(9pm-3am),Saturdays(9pm-3am),Bootie SF @ DNA Lounge,Bootie SF @ DNA Lounge,mashup,,$10 b4 10pm / $15 pre / $20 | 21+Bootie
1st Saturdays(10pm-10am),1st Saturdays(10pm-10am),Rel8 @ The Endup,Rel8 @ The Endup,house,,$20  | 21+The Endup
1st/3rd Saturdays(10pm-2am),1st/3rd Saturdays(10pm-2am),DeepCity / Paul Rosas & Christopher T @ WISH Bar and Lounge,DeepCity / Paul Rosas & Christopher T @ WISH Bar and Lounge,house,,Free | 21+
2nd Saturdays(9pm-12am),2nd Saturdays(9pm-12am),In Too Deep @ Studio Grand,In Too Deep @ Studio Grand,"leftfield, house, techno",,$7-15Kyn
2nd Saturdays(7pm-2am),2nd Saturdays(7pm-2am),Escape/Our House @ WISH Bar and Lounge,Escape/Our House @ WISH Bar and Lounge,house,,Free | 21+
3rd Saturdays(9pm-1:30am),3rd Saturdays(9pm-1:30am),Heavy: Trap + Dirty South w/ DJ Mujie @ ERA Art Bar and Lounge,Heavy: Trap + Dirty South w/ DJ Mujie @ ERA Art Bar and Lounge,"trap, dirty south hhop",,FR1030 | 21+
3rd Saturdays(9pm-2am),3rd Saturdays(9pm-2am),Push The Feeling @ Underground SF,Push The Feeling @ Underground SF,house,,21+Push The Feeling
3rd Saturdays(10pm-2am),3rd Saturdays(10pm-2am),"Elements: Patrick Wilson, Nina Sol @ Spirithaus Gallery (Oakland)","Elements: Patrick Wilson, Nina Sol @ Spirithaus Gallery (Oakland)","funky house, deep house",,$5  | 21+
4th Saturdays(9pm-2am),4th Saturdays(9pm-2am),MNML:FUN @ Underground SF,MNML:FUN @ Underground SF,"techno, minimal",,Free | 21+MNML:FUN
4th Saturdays(9:30pm),4th Saturdays(9:30pm),In Rotation w/ DJ Flow & Special Guests @ Hello Stranger Bar (Oakland),In Rotation w/ DJ Flow & Special Guests @ Hello Stranger Bar (Oakland),open decks,,Free | 21+Hello Stranger Bar
4th Saturdays(10pm-2am),4th Saturdays(10pm-2am),Vision @ WISH Bar & Lounge,Vision @ WISH Bar & Lounge,"deep house, funky house",,21+WISH Bar
Last Saturdays(3pm),Last Saturdays(3pm),Chop It Up @ Oakland Museum Of California (Oakland),Chop It Up @ Oakland Museum Of California (Oakland),hip-hop,https://www.facebook.com/events/179056439535510/,$16+ | All agesOakland Museum Of California
Sundays(11am-5pm),Sundays(11am-5pm),Broke Buddha @ Score Bar And Lounge (San Francisco),Broke Buddha @ Score Bar And Lounge (San Francisco),house,,Free | 21+
Sundays(12pm-8pm),Sundays(12pm-8pm),Mars Sundays House @ Mars Bar,Mars Sundays House @ Mars Bar,house,,Free | 21+Mars Bar
Sundays(9pm),Sundays(9pm),WERD. @ Monarch,WERD. @ Monarch,"funky house, tech house",,21+WERD.
Sundays(10pm),Sundays(10pm),Stamina Sundays @ F8 1192 Folsom,Stamina Sundays @ F8 1192 Folsom,"drum and bass, jungle",,Free | 21+Stamina DNB
1st Sundays(3pm-10pm),1st Sundays(3pm-10pm),Afternoon Bliss @ BRIX 581,Afternoon Bliss @ BRIX 581,"deep house, funky house",,$5 b4 4:30pm / $10 | 21+
