start-date-time,source,end-date-time,geography,name,tags,miscellaneous
Sun: Apr 21(7:30pm),19hz,Sun: Apr 21(7:30pm),Ross From Friends (Live) @ The Independent (San Francisco),Ross From Friends (Live) @ The Independent (San Francisco),"lofi house, deep house",$20 | 21+|Dj Dials|Facebook Page
Thu: Apr 25-Sun: Apr 28(Thu: 8pm-Sun: 8pm),19hz,Thu: Apr 25-Sun: Apr 28(Thu: 8pm-Sun: 8pm),Colab Campout 2019 @ Heartland Community (Wheatland),Colab Campout 2019 @ Heartland Community (Wheatland),"bass music, dubstep, global bass, glitch",$99-200 | All ages|Colab Campout|Facebook Page
Thu: Apr 25(9pm-2am),19hz,Thu: Apr 25(9pm-2am),Sequence Ft. Midnight Tyrannosaurus & Cromatik @ DNA Lounge (San Francisco),Sequence Ft. Midnight Tyrannosaurus & Cromatik @ DNA Lounge (San Francisco),dubstep,"$10 | 18+|Vital Events, Llc|Facebook Page"
Thu: Apr 25(10pm-2am),19hz,Thu: Apr 25(10pm-2am),Orjan Nilsen @ Audio (San Francisco),Orjan Nilsen @ Audio (San Francisco),"trance, progressive house",$5-15 | 21+|Trancefamily SF|Facebook Page
Fri: Apr 26-Mon: Apr 29(Fri: 6pm-Mon: 9am),19hz,Fri: Apr 26-Mon: Apr 29(Fri: 6pm-Mon: 9am),Serenity Gathering @ Woodward Reservoir (Oakdale),Serenity Gathering @ Woodward Reservoir (Oakdale),"bass music, dubstep, psydub, drum and bass",$150+ | 18+|Serenity Gathering|Event Link
Fri: Apr 26(9pm-2am),19hz,Fri: Apr 26(9pm-2am),"All In: Fatum, Genix, Jaytech, Sunny Lax @ Mezzanine (San Francisco)","All In: Fatum, Genix, Jaytech, Sunny Lax @ Mezzanine (San Francisco)",progressive house,$15-20 | 21+|Mezzanine|
Fri: Apr 26(9:30pm-2am),19hz,Fri: Apr 26(9:30pm-2am),EDX @ Audio (San Francisco),EDX @ Audio (San Francisco),"progressive house, big room",$12-22 | 21+|Audio San Francisco|
Fri: Apr 26(9:30pm-4am),19hz,Fri: Apr 26(9:30pm-4am),"Sol.Selectas Showcase w/Sabo, Goldcap and Armen Miran @ The Great Northern (San Francisco)","Sol.Selectas Showcase w/Sabo, Goldcap and Armen Miran @ The Great Northern (San Francisco)","tech house, progressive house, tribal house, techno",$10-30 | 21+|Set|
Sat: Apr 27(7pm),19hz,Sat: Apr 27(7pm),Slushii @ Bill Graham Civic Auditorium (San Francisco),Slushii @ Bill Graham Civic Auditorium (San Francisco),"future beats, trap, dubstep",$30-45 | 18+||
Tue: Apr 30(8pm-11pm),19hz,Tue: Apr 30(8pm-11pm),Perturbator @ Oakland Metro Operahouse (Oakland),Perturbator @ Oakland Metro Operahouse (Oakland),darkwave,$25 | All ages|Elbo Room Jack London|Facebook Page
Thu: May 2-Sun: May 5(Thu: 12pm-Sun: 5pm),19hz,Thu: May 2-Sun: May 5(Thu: 12pm-Sun: 5pm),2019 Unscruz: Bizarre Bazaar @ Santa Cruz County Fairgrounds (Santa Cruz),2019 Unscruz: Bizarre Bazaar @ Santa Cruz County Fairgrounds (Santa Cruz),burning man regional,$80-120 | All ages|Santa Cruz Burners|
Fri: May 3(10pm-3am),19hz,Fri: May 3(10pm-3am),David Hohme - Open 2 Close @ Audio (San Francisco),David Hohme - Open 2 Close @ Audio (San Francisco),deep house,$10-20 | 21+||
Sat: May 4(12pm-8pm),19hz,Sat: May 4(12pm-8pm),Dirtybird BBQ 2019: Bay Area @ Alameda County Fairgrounds (Pleasanton),Dirtybird BBQ 2019: Bay Area @ Alameda County Fairgrounds (Pleasanton),"tech house, funky house",$19.50-55 | 21+||Facebook Page
Sat: May 4(7:30pm),19hz,Sat: May 4(7:30pm),Crankdat @ Cornerstone (Berkeley),Crankdat @ Cornerstone (Berkeley),trap,$15-18 pre / $21 | All ages|Cornerstone & We Dream Worlds Present|
Sat: May 4(8pm),19hz,Sat: May 4(8pm),The Midnight @ Fox Theater (Oakland),The Midnight @ Fox Theater (Oakland),synthwave,$22-27.50 | 18+||
Sat: May 4(9pm),19hz,Sat: May 4(9pm),Amok- Will Clarke and Sian @ Halcyon (San Francisco),Amok- Will Clarke and Sian @ Halcyon (San Francisco),"tech house, deep house",$15-35 | 21+|Octopus Recordings Warehouse Series|
Sat: May 4(9:30pm-4am),19hz,Sat: May 4(9:30pm-4am),John Monkman & Clarian @ Monarch (San Francisco),John Monkman & Clarian @ Monarch (San Francisco),"tech house, deep house",$10-15 | 21+||
Wed: May 8(9pm-11:30pm),19hz,Wed: May 8(9pm-11:30pm),"kLL sMTH, Bogtrotter, Mindex, Vctre @ The New Parish (Oakland)","kLL sMTH, Bogtrotter, Mindex, Vctre @ The New Parish (Oakland)","dubstep, bass music",$10-30 | 21+|The New Parish|
Fri: May 10(8pm),19hz,Fri: May 10(8pm),Anjunabeats @ The Midway (San Francisco),Anjunabeats @ The Midway (San Francisco),"progressive house, deep house",$34-45 | 21+|Goldenvoice-SF|Facebook Page
Fri: May 10(8:30pm),19hz,Fri: May 10(8:30pm),L'imperatrice @ The Independent (San Francisco),L'imperatrice @ The Independent (San Francisco),"pop, disco, electro",$15 pre/$20 | 21+||
Fri: May 10(9pm-2am),19hz,Fri: May 10(9pm-2am),Dance Yourself Clean @ Mezzanine (San Francisco),Dance Yourself Clean @ Mezzanine (San Francisco),"indie dance, synthpop, house",$8-12 | 21+|Mezzanine|
Fri: May 10(9:30pm-4am),19hz,Fri: May 10(9:30pm-4am),Nick Warren b2b Guy J @ The Great Northern (San Francisco),Nick Warren b2b Guy J @ The Great Northern (San Francisco),"tech house, techno, deep house",$10-30 | 21+||
Sat: May 11(8pm),19hz,Sat: May 11(8pm),Anjunabeats @ The Midway (San Francisco),Anjunabeats @ The Midway (San Francisco),"progressive house, deep house",$34-45 | 21+|Goldenvoice-SF|Facebook Page
Sat: May 11(8:30pm),19hz,Sat: May 11(8:30pm),L'imperatrice @ The Independent (San Francisco),L'imperatrice @ The Independent (San Francisco),"pop, disco, electro",$15 pre/$20 | 21+||
Sat: May 11(9pm-12am),19hz,Sat: May 11(9pm-12am),Dynohunter @ DNA Lounge (San Francisco),Dynohunter @ DNA Lounge (San Francisco),tech house,$10-12 | 21+|Dynohunter|Facebook Page
Wed: May 15(6pm-10pm),19hz,Wed: May 15(6pm-10pm),Jai Wolf @ Ace Of Spades (Sacramento),Jai Wolf @ Ace Of Spades (Sacramento),"hip-hop, trap, synthpop",$25-85 | All ages|Ace Of Spades|Facebook Page
Fri: May 17(8pm),19hz,Fri: May 17(8pm),The Chemical Brothers w/ The Black Madonna @ Bill Graham Civic Auditorium (San Francisco),The Chemical Brothers w/ The Black Madonna @ Bill Graham Civic Auditorium (San Francisco),"house, techno, disco",$65 | 18+||Facebook Page
Fri: May 17(8pm),19hz,Fri: May 17(8pm),Tr/St @ Great American Music Hall (San Francisco),Tr/St @ Great American Music Hall (San Francisco),electropop,$22+ | All ages|Great American Music Hall|Facebook Page
Fri: May 24(10pm-3am),19hz,Fri: May 24(10pm-3am),Set w/ Hernan Cattaneo @ Audio (San Francisco),Set w/ Hernan Cattaneo @ Audio (San Francisco),progressive house,$10-20 | 21+||
Fri: May 31-Mon: Jun 3(Fri: 4pm-Mon: 12pm),19hz,Fri: May 31-Mon: Jun 3(Fri: 4pm-Mon: 12pm),The Untz Festival 2019 @ Mariposa County Fairgrounds (Mariposa),The Untz Festival 2019 @ Mariposa County Fairgrounds (Mariposa),"bass music, dubstep, glitch, psydub",$225+ | All ages|The Untz Festival|Facebook Page
Fri: May 31(9:30pm-2:30am),19hz,Fri: May 31(9:30pm-2:30am),The Haunting Of Dark Shadows @ Cat Club (San Francisco),The Haunting Of Dark Shadows @ Cat Club (San Francisco),"industrial, EBM, goth",$5 b4 10pm/$8 | 21+|Dark Shadows|
Sat: Jun 1(10pm-5am),19hz,Sat: Jun 1(10pm-5am),Sound aPSYlum 2 @ TBA (East Bay),Sound aPSYlum 2 @ TBA (East Bay),psytrance,$15 b4 11/$20 | All ages|Pisces Music and Psi-Fi Event Production|
Sun: Jun 2(2pm-9pm),19hz,Sun: Jun 2(2pm-9pm),Sunday Bliss w/David Harness & Master Kev b2b All Day! @ Lost & Found (Oakland),Sunday Bliss w/David Harness & Master Kev b2b All Day! @ Lost & Found (Oakland),deep house,21+|Sunday Bliss|
Mon: Jun 17-Wed: Jun 26(Mon: 12pm-Wed: 12pm),19hz,Mon: Jun 17-Wed: Jun 26(Mon: 12pm-Wed: 12pm),Autonomous Mutant Festival @ TBA (PNW),Autonomous Mutant Festival @ TBA (PNW),experimental,Free||
Thu: Jun 20-Sun: Jun 23(Thu: 11am-Sun: 11:30am),19hz,Thu: Jun 20-Sun: Jun 23(Thu: 11am-Sun: 11:30am),Stilldream Festival 2019 - Summer Solstice @ Blue Mountain Event Center (Wilseyville),Stilldream Festival 2019 - Summer Solstice @ Blue Mountain Event Center (Wilseyville),"dubstep, bass music, trap, glitch-hop, experimental, house, disco, funk",$99+|Stilldream|Facebook Page
Mon: Jun 24(8pm-11pm),19hz,Mon: Jun 24(8pm-11pm),Empire Of The Sun @ The Regency Ballroom (San Francisco),Empire Of The Sun @ The Regency Ballroom (San Francisco),synthpop,$50 | All ages|Goldenvoice|
Tue: Jun 25(8pm-11pm),19hz,Tue: Jun 25(8pm-11pm),Empire Of The Sun @ The Regency Ballroom (San Francisco),Empire Of The Sun @ The Regency Ballroom (San Francisco),synthpop,$50 | All ages|Goldenvoice|Facebook Page
Sat: Jul 13-Sun: Jul 14(Sat: 7pm-Sun: 4pm),19hz,Sat: Jul 13-Sun: Jul 14(Sat: 7pm-Sun: 4pm),"Absolut Shit 2019 Norcal Party w/Sectio Aurea, Anficlavis, Fractal Cowboys, Ghreg on Earth, The Dog of Tears, Silent Movement, Herbert Quain @ TBA (Norcal)","Absolut Shit 2019 Norcal Party w/Sectio Aurea, Anficlavis, Fractal Cowboys, Ghreg on Earth, The Dog of Tears, Silent Movement, Herbert Quain @ TBA (Norcal)",psytrance,||
Fri: Jul 19-Mon: Jul 22(Fri: 10am-Mon: 10am),19hz,Fri: Jul 19-Mon: Jul 22(Fri: 10am-Mon: 10am),Northern Nights Music Festival 2019 @ Cooks Valley Campground (Piercy),Northern Nights Music Festival 2019 @ Cooks Valley Campground (Piercy),multigenre camping festival,"18+|BLAP, World Famous, Eye Heart SF, EPIC Burning Leaf|Event Link"
Fri: Jul 19(5:30pm-10:45pm),19hz,Fri: Jul 19(5:30pm-10:45pm),"Rufus Du Sol, The Acid @ Greek Theatre At Uc Berkeley (Berkeley)","Rufus Du Sol, The Acid @ Greek Theatre At Uc Berkeley (Berkeley)","indie dance, house",$45 | 18+||Facebook Page
Sat: Jul 20(7pm),19hz,Sat: Jul 20(7pm),"Rufus Du Sol, The Acid @ Greek Theatre At Uc Berkeley (Berkeley)","Rufus Du Sol, The Acid @ Greek Theatre At Uc Berkeley (Berkeley)","indie dance, house",$45 | 18+||
Fri: Aug 2-Sun: Aug 4(Fri: 12pm-Sun: 3pm),19hz,Fri: Aug 2-Sun: Aug 4(Fri: 12pm-Sun: 3pm),"Alien Mind Control: Ekimskrid, XhamaniK Ritual, Aluxes, Goldilox, Vampyromorpha, Silent Movement, Serendipity, Herbert Quain, Lali Shyama, Joshuasca, Hardkore Nate, Andaaza, Skuzzo @ TBA (Northern California)","Alien Mind Control: Ekimskrid, XhamaniK Ritual, Aluxes, Goldilox, Vampyromorpha, Silent Movement, Serendipity, Herbert Quain, Lali Shyama, Joshuasca, Hardkore Nate, Andaaza, Skuzzo @ TBA (Northern California)",psytrance,|Psyr8|
Fri: Sep 20-Sun: Sep 22(Fri: 12pm-Sun: 10pm),19hz,Fri: Sep 20-Sun: Sep 22(Fri: 12pm-Sun: 10pm),Redmarines Festival 2019 @ TBA (Sopiago Creek),Redmarines Festival 2019 @ TBA (Sopiago Creek),"psytrance, techno",$80 | All ages|Rm Music Festival|Facebook Page
Fri: Sep 27(8pm),19hz,Fri: Sep 27(8pm),Nitzer Ebb @ Slim's (San Francisco),Nitzer Ebb @ Slim's (San Francisco),EBM,$30 | All ages|Slim's|Facebook Page
Fri: Oct 4-Sun: Oct 6(Fri: 10am-Sun: 11:59pm),19hz,Fri: Oct 4-Sun: Oct 6(Fri: 10am-Sun: 11:59pm),Dirtybird Campout West Coast 2019 @ Modesto Reservoir (Waterford),Dirtybird Campout West Coast 2019 @ Modesto Reservoir (Waterford),"tech house, funky house, deep house, hip-hop, trap, drum and bass",21+|Dirtybird Campout|
start-date-time,source,end-date-time,geography,name,tags,miscellaneous
Mondays(9pm),19hz,Mondays(9pm),Moody Mondays w/D!ANA @ The Ruby Room (Oakland),Moody Mondays w/D!ANA @ The Ruby Room (Oakland),various,21+||
Mondays(9:30pm-3am),19hz,Mondays(9:30pm-3am),Death Guild @ DNA Lounge (San Francisco),Death Guild @ DNA Lounge (San Francisco),"goth, industrial, synthpop, noise, ambient",$3 b4 10pm/$5 pre | 18+|Death Guild|Event Link
Tuesdays(5pm),19hz,Tuesdays(5pm),Nice Timing @ Phonobar (San Francisco),Nice Timing @ Phonobar (San Francisco),"house, techno",21+|R. Fentz|
Tuesdays(9pm-1:30am),19hz,Tuesdays(9pm-1:30am),"Rhythm Ritual w/Arturo Garces, Eddie House, & Soul Shadow @ The Continental Bar Lounge & Patio (San Jose)","Rhythm Ritual w/Arturo Garces, Eddie House, & Soul Shadow @ The Continental Bar Lounge & Patio (San Jose)",house,Free | 21+|Rhythm Ritual|
Tuesdays(10pm-2am),19hz,Tuesdays(10pm-2am),Soundpieces @ Monarch (San Francisco),Soundpieces @ Monarch (San Francisco),"bass music, trap, hip-hop, dubstep, club music",Free b4 10:30pm/$10 | 21+|Soundpieces|
1st/3rd Tuesdays(10pm-1:50am),19hz,1st/3rd Tuesdays(10pm-1:50am),Shelter @ Underground (San Francisco),Shelter @ Underground (San Francisco),drum and bass,"Free | 21+|Shelter, Underground SF|"
2nd Tuesdays(9pm),19hz,2nd Tuesdays(9pm),Tutu Tuesday @ Harlot (San Francisco),Tutu Tuesday @ Harlot (San Francisco),deep house,$10  | 21+|Tutu Tuesday|
3rd Tuesdays(8pm-1am),19hz,3rd Tuesdays(8pm-1am),"Global Barrio w/Jackfruit, Juan G @ ERA Art Bar and Lounge (Oakland)","Global Barrio w/Jackfruit, Juan G @ ERA Art Bar and Lounge (Oakland)","digital cumbia, reggaeton, afrobeats, latin house",Free | 21+|Global Barrio|
Wednesdays(7pm-12am),19hz,Wednesdays(7pm-12am),Revival Wednesdays @ OMG (San Francisco),Revival Wednesdays @ OMG (San Francisco),"pop EDM, trap, dubstep, house, electro drum and bass, techno",Free | 21+|Calafia Productions|
Wednesdays(9:30pm-2am),19hz,Wednesdays(9:30pm-2am),Amplify @ 715 Harrison St (San Francisco),Amplify @ 715 Harrison St (San Francisco),"pop EDM, trap, dubstep, hardstyle, drum and bass",$10  | 18+|Amplify SF|
Wednesdays(9pm-2am),19hz,Wednesdays(9pm-2am),Wormhole Wednesday @ The New Parish (Oakland),Wormhole Wednesday @ The New Parish (Oakland),"dubstep, trap, glitch-hop, jungle, hip-hop, psydub, breakbeat, jungle, bass music",Free b4 10pm w/RSVP / $5 pre/$10 | 21+|Wormhole|
Wednesdays(9pm-3am),19hz,Wednesdays(9pm-3am),Housepitality @ F8 1192 Folsom (San Francisco),Housepitality @ F8 1192 Folsom (San Francisco),house,Free b4 10pm w/RSVP / $5 pre / $10 | 21+|Housepitality|
1st/3rd Wednesdays(8pm-12am),19hz,1st/3rd Wednesdays(8pm-12am),DJmaDRE @ The Royale (San Francisco),DJmaDRE @ The Royale (San Francisco),"future bass, hip hop, funk, soul, global bass",Free | 21+|Will Weston|Event Link
1st Wednesdays(9pm-1am),19hz,1st Wednesdays(9pm-1am),"A N A L O G / All Vinyl Party W/CUTSO, Brandon Roos, Chale Brown, Mark PLSTK @ Cafe Stritch (San Francisco)","A N A L O G / All Vinyl Party W/CUTSO, Brandon Roos, Chale Brown, Mark PLSTK @ Cafe Stritch (San Francisco)","hip-hop, future beats",21+|Universal Grammar|
3rd Wednesdays(9pm-2am),19hz,3rd Wednesdays(9pm-2am),So It Goes @ The Hatch (Oakland),So It Goes @ The Hatch (Oakland),"progressive house, deep house",Free | 21+||
Thursdays(9pm),19hz,Thursdays(9pm),"The Changing Same w/The C.M.E., Shea Butter, Mark Plstk, Chale Brown @ The Continental Bar Lounge & Patio (San Jose)","The Changing Same w/The C.M.E., Shea Butter, Mark Plstk, Chale Brown @ The Continental Bar Lounge & Patio (San Jose)","hip-hop, future beats","21+|The Changing Same, Universal Grammar|"
Thursdays(5pm),19hz,Thursdays(5pm),Something Better w/ Sticky Nicky Shoes @ Vinyl Dreams (San Francisco),Something Better w/ Sticky Nicky Shoes @ Vinyl Dreams (San Francisco),various,Free | All ages|Niklas Aka 'Sticky' Nicky Shoes|
Thursdays(6pm),19hz,Thursdays(6pm),Diacritic Collective @ Phonobar (San Francisco),Diacritic Collective @ Phonobar (San Francisco),techno,21+|Phonobar|
Thursdays(10pm-2am),19hz,Thursdays(10pm-2am),Next Level Thursdays @ Temple Nightclub (San Francisco),Next Level Thursdays @ Temple Nightclub (San Francisco),various,$10 pre | 21+|Temple|
Thursdays(10pm-4am),19hz,Thursdays(10pm-4am),Substance @ The Endup,Substance @ The Endup,house,FR11/$5-10 pre/$15 | 21+||
1st Thursdays(10pm),19hz,1st Thursdays(10pm),"Intersection Returns w/Nihar Bhatt, Russell E.L. Butler @ The STUD","Intersection Returns w/Nihar Bhatt, Russell E.L. Butler @ The STUD","techno, house",21+|Intersection|
1st Thursdays(9pm-2am),19hz,1st Thursdays(9pm-2am),"Cheat Day Ft. DJ Jackfruit, Jon Reyes, Das Boots, Salty Sherilyn, Joogmac @ The Hatch (Oakland)","Cheat Day Ft. DJ Jackfruit, Jon Reyes, Das Boots, Salty Sherilyn, Joogmac @ The Hatch (Oakland)","baile funk, dancehall, hip-hop, house, future soul",Free | 21+|Cheatday|
1st Thursdays(10pm-2am),19hz,1st Thursdays(10pm-2am),Deep-n-Dirty @ WISH Bar and Lounge,Deep-n-Dirty @ WISH Bar and Lounge,house,"Free | 21+|WISH Bar, Red Monkey SF|"
2nd Thursdays(10pm-2am),19hz,2nd Thursdays(10pm-2am),"Constellations: Libra Edition w/ Nina Sol, Wonway, Heylove* @ Starline Social Club","Constellations: Libra Edition w/ Nina Sol, Wonway, Heylove* @ Starline Social Club","deep house, hip-hop, afrobeats, breaks","Free|Constellations Oakland, ThinkBeat Radio|"
2nd Thursdays(9:30pm-2am),19hz,2nd Thursdays(9:30pm-2am),Concrete Roots @ 2313 San Pablo Ave (Oakland),Concrete Roots @ 2313 San Pablo Ave (Oakland),hip-hop,Free|Hip Hop For Change|
2nd Thursdays(9:30pm-2:30am),19hz,2nd Thursdays(9:30pm-2:30am),You're Welcome @ Monarch,You're Welcome @ Monarch,"house, techno, disco",$7/10/15 | 21+|You're Welcome|
2nd Thursdays(10pm-2am),19hz,2nd Thursdays(10pm-2am),Homespun @ Milk Bar (San Francisco),Homespun @ Milk Bar (San Francisco),"funky house, deep house, tech house",Free | 21+|Stay Active|
2nd/4th Thursdays(9pm-1:30am),19hz,2nd/4th Thursdays(9pm-1:30am),"Deep in the Hatch w/LedAstray, Moto Tembo @ The Hatch (Oakland)","Deep in the Hatch w/LedAstray, Moto Tembo @ The Hatch (Oakland)","deep house, tech house",Free | 21+||
3rd Thursdays(9pm-2am),19hz,3rd Thursdays(9pm-2am),They're Here @ Underground SF,They're Here @ Underground SF,"techno, deep house, progressive house",FR11/$5 | 21+|They're Here|
3rd Thursdays(9pm),19hz,3rd Thursdays(9pm),Wax Trippin @ The Legionnaire Saloon (Oakland),Wax Trippin @ The Legionnaire Saloon (Oakland),hip-hop,Free | 21+|Rondavoux Records/Rdv Promo|
3rd Thursdays(8pm-12am),19hz,3rd Thursdays(8pm-12am),"OOMPH w/Klekno, Michelle Musial @ Bergerac","OOMPH w/Klekno, Michelle Musial @ Bergerac","ambient house, techno, tribal progressive, dho",21+||
3rd Thursdays(7pm-12:30am),19hz,3rd Thursdays(7pm-12:30am),Bay Area Producers Social @ The Legionnaire Saloon,Bay Area Producers Social @ The Legionnaire Saloon,producer class,$15 |Producers Social|Facebook Page
4th Thursdays(8pm-12am),19hz,4th Thursdays(8pm-12am),Grooveshack w/Black & Omar Johnson @ Au Lounge Oakland,Grooveshack w/Black & Omar Johnson @ Au Lounge Oakland,deep house,Free w/flyer $5 | 21+|Mellaique Black|
4th Thursdays(9pm-1am),19hz,4th Thursdays(9pm-1am),Brazil Electro @ Bissap Baobab Village,Brazil Electro @ Bissap Baobab Village,"latin dance, electro",$5  | 21+|Brazil Electro|
4th Thursdays(9pm-1am),19hz,4th Thursdays(9pm-1am),Outer Limit Disco @ The Legionnaire Saloon,Outer Limit Disco @ The Legionnaire Saloon,"rare groove, disco, balearic, funk, boogie, afrobeat, latin dance",21+|DJ Tom Thump|
4th Thursdays(7pm-2am),19hz,4th Thursdays(7pm-2am),Airpusher Flyby @ Monarch,Airpusher Flyby @ Monarch,house,Free | 21+|Airpusher Collective|
4th Thursdays(9pm-2am),19hz,4th Thursdays(9pm-2am),Dystopia @ Lounge 3411,Dystopia @ Lounge 3411,"drum and bass, jungle",$5  | 21+|Primitive Science|
Fridays(2am-8am),19hz,Fridays(2am-8am),"Party Adventures w/S-Queen, Ivory, Mikey Tan, Cuervo @ The Endup","Party Adventures w/S-Queen, Ivory, Mikey Tan, Cuervo @ The Endup",house,$10+ | 21+||
Fridays(9pm-2am),19hz,Fridays(9pm-2am),Re:Fresh - ELECTROPICAL @ Haven Underground,Re:Fresh - ELECTROPICAL @ Haven Underground,"bass music, dubstep, trap",$10 |Haven Underground|
Fridays(2am-8am),19hz,Fridays(2am-8am),Fever @ The Endup,Fever @ The Endup,house,Free b4 midnight/$20 | 21+||
1st Fridays(9pm-2am),19hz,1st Fridays(9pm-2am),Dirty Rotten Dance Party @ Madrone Art Bar,Dirty Rotten Dance Party @ Madrone Art Bar,"big room, electro house, hhop, pop EDM",$5  | 21+|Madrone Art Bar|
1st Fridays(10pm),19hz,1st Fridays(10pm),Ren The Vinyl Archaeologist @ The Layover (Oakland),Ren The Vinyl Archaeologist @ The Layover (Oakland),hip-hop,FR9/$5 | 21+|True Skool|
2nd Fridays(10pm-2am),19hz,2nd Fridays(10pm-2am),King Size Fridays @ WISH Bar and Lounge,King Size Fridays @ WISH Bar and Lounge,house,Free | 21+||
3rd Fridays(8pm-12am),19hz,3rd Fridays(8pm-12am),Safety 3rd @ Black Hammer Brewery (San Francisco),Safety 3rd @ Black Hammer Brewery (San Francisco),"deep house, tech house",|Prism SF|
3rd Fridays(10pm),19hz,3rd Fridays(10pm),Hi Life Party @ Bar Fluxus (San Francisco),Hi Life Party @ Bar Fluxus (San Francisco),"reggaeton, afrobeat, baile funk, tropical bass",$5  | 21+|Izzy Wise|
4th Fridays(6pm-10pm),19hz,4th Fridays(6pm-10pm),Sequential w/ Samazul @ WISH Bar & Lounge,Sequential w/ Samazul @ WISH Bar & Lounge,house,Free | 21+|Samazul|
Saturdays(10:30am-7pm),19hz,Saturdays(10:30am-7pm),Broke Buddha Artists @ Score Bar & Lounge (San Francisco),Broke Buddha Artists @ Score Bar & Lounge (San Francisco),"house, hip-hop, world music, future beats",$5  | 21+|Broke Buddha|
Saturdays(6am-11am),19hz,Saturdays(6am-11am),"Keep Going @ The Cosmo Bar & Lounge (440 Broadway, San Francisco)","Keep Going @ The Cosmo Bar & Lounge (440 Broadway, San Francisco)","deep house, tribal house, tech house",$10  | 21+|WE Love US|
Saturdays(9pm-3am),19hz,Saturdays(9pm-3am),Bootie SF @ DNA Lounge,Bootie SF @ DNA Lounge,mashup,$10 b4 10pm / $15 pre / $20 | 21+|Bootie|
1st Saturdays(10pm-10am),19hz,1st Saturdays(10pm-10am),Rel8 @ The Endup,Rel8 @ The Endup,house,$20  | 21+|The Endup|
1st/3rd Saturdays(10pm-2am),19hz,1st/3rd Saturdays(10pm-2am),DeepCity / Paul Rosas & Christopher T @ WISH Bar and Lounge,DeepCity / Paul Rosas & Christopher T @ WISH Bar and Lounge,house,Free | 21+||
2nd Saturdays(9pm-12am),19hz,2nd Saturdays(9pm-12am),In Too Deep @ Studio Grand,In Too Deep @ Studio Grand,"leftfield, house, techno",$7-15|Kyn|
2nd Saturdays(7pm-2am),19hz,2nd Saturdays(7pm-2am),Escape/Our House @ WISH Bar and Lounge,Escape/Our House @ WISH Bar and Lounge,house,Free | 21+||
3rd Saturdays(9pm-1:30am),19hz,3rd Saturdays(9pm-1:30am),Heavy: Trap + Dirty South w/ DJ Mujie @ ERA Art Bar and Lounge,Heavy: Trap + Dirty South w/ DJ Mujie @ ERA Art Bar and Lounge,"trap, dirty south hhop",FR1030 | 21+||
3rd Saturdays(9pm-2am),19hz,3rd Saturdays(9pm-2am),Push The Feeling @ Underground SF,Push The Feeling @ Underground SF,house,21+|Push The Feeling|
3rd Saturdays(10pm-2am),19hz,3rd Saturdays(10pm-2am),"Elements: Patrick Wilson, Nina Sol @ Spirithaus Gallery (Oakland)","Elements: Patrick Wilson, Nina Sol @ Spirithaus Gallery (Oakland)","funky house, deep house",$5  | 21+||
4th Saturdays(9pm-2am),19hz,4th Saturdays(9pm-2am),MNML:FUN @ Underground SF,MNML:FUN @ Underground SF,"techno, minimal",Free | 21+|MNML:FUN|
4th Saturdays(9:30pm),19hz,4th Saturdays(9:30pm),In Rotation w/ DJ Flow & Special Guests @ Hello Stranger Bar (Oakland),In Rotation w/ DJ Flow & Special Guests @ Hello Stranger Bar (Oakland),open decks,Free | 21+|Hello Stranger Bar|
4th Saturdays(10pm-2am),19hz,4th Saturdays(10pm-2am),Vision @ WISH Bar & Lounge,Vision @ WISH Bar & Lounge,"deep house, funky house",21+|WISH Bar|
Last Saturdays(3pm),19hz,Last Saturdays(3pm),Chop It Up @ Oakland Museum Of California (Oakland),Chop It Up @ Oakland Museum Of California (Oakland),hip-hop,$16+ | All ages|Oakland Museum Of California|Facebook Page
Sundays(11am-5pm),19hz,Sundays(11am-5pm),Broke Buddha @ Score Bar And Lounge (San Francisco),Broke Buddha @ Score Bar And Lounge (San Francisco),house,Free | 21+||
Sundays(12pm-8pm),19hz,Sundays(12pm-8pm),Mars Sundays House @ Mars Bar,Mars Sundays House @ Mars Bar,house,Free | 21+|Mars Bar|
Sundays(9pm),19hz,Sundays(9pm),WERD. @ Monarch,WERD. @ Monarch,"funky house, tech house",21+|WERD.|
Sundays(10pm),19hz,Sundays(10pm),Stamina Sundays @ F8 1192 Folsom,Stamina Sundays @ F8 1192 Folsom,"drum and bass, jungle",Free | 21+|Stamina DNB|
1st Sundays(3pm-10pm),19hz,1st Sundays(3pm-10pm),Afternoon Bliss @ BRIX 581,Afternoon Bliss @ BRIX 581,"deep house, funky house",$5 b4 4:30pm / $10 | 21+||
